SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:08.488037,2011/08/18 15:51:08.488570,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000533,2,156,88,1876.172607,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:08.739090,2011/08/18 15:51:08.739596,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000506,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:08.864498,2011/08/18 15:51:08.865039,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000541,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:08.990103,2011/08/18 15:51:08.990453,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000350,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:09.115520,2011/08/18 15:51:09.115938,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000418,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:09.240938,2011/08/18 15:51:09.241507,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000569,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:09.366433,2011/08/18 15:51:09.366700,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000267,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:09.491958,2011/08/18 15:51:09.492445,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000487,2,156,88,2053.387939,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:09.743063,2011/08/18 15:51:09.743590,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000527,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:09.868529,2011/08/18 15:51:09.869033,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000504,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.170,147.32.80.9,udp,48155,53,CON,0,0,,,1,1,2011/08/18 15:51:09.892981,2011/08/18 15:51:09.893373,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000392,2,400,316,2551.020508,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,37412,53,CON,0,0,,,1,1,2011/08/18 15:51:09.893987,2011/08/18 15:51:09.894387,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000400,2,400,316,2500.000000,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.106,tcp,50669,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:51:09.895237,2011/08/18 15:51:09.913697,63,55,0.008826,0.008733,0.000093,4,2,272,140,0,0,0.018460,6,412,0,270.855896,162.513550,104.679153,flow=From-Normal-V52-Stribrek

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:09.994032,2011/08/18 15:51:09.994625,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000593,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:10.119441,2011/08/18 15:51:10.120064,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000623,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:10.244901,2011/08/18 15:51:10.245595,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000694,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:10.370313,2011/08/18 15:51:10.370708,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000395,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:10.496063,2011/08/18 15:51:10.496534,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000471,2,156,88,2123.142334,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:10.746643,2011/08/18 15:51:10.747126,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000483,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:10.872580,2011/08/18 15:51:10.873069,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000489,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:10.998097,2011/08/18 15:51:10.998379,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000282,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:11.123512,2011/08/18 15:51:11.123855,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000343,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:11.249262,2011/08/18 15:51:11.250127,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000865,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:11.375101,2011/08/18 15:51:11.375376,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000275,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:11.500824,2011/08/18 15:51:11.501263,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000439,2,156,88,2277.904297,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:11.751987,2011/08/18 15:51:11.752498,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000511,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:11.877575,2011/08/18 15:51:11.878330,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000755,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:12.003261,2011/08/18 15:51:12.003563,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000302,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:12.128532,2011/08/18 15:51:12.128857,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000325,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:12.254165,2011/08/18 15:51:12.254720,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000555,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:12.379584,2011/08/18 15:51:12.379834,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000250,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:12.505233,2011/08/18 15:51:12.505699,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000466,2,156,88,2145.922852,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:12.756473,2011/08/18 15:51:12.756999,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000526,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:12.881764,2011/08/18 15:51:12.882346,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000582,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:13.007243,2011/08/18 15:51:13.007719,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000476,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:13.132921,2011/08/18 15:51:13.133253,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000332,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:13.258750,2011/08/18 15:51:13.259446,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000696,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:13.384073,2011/08/18 15:51:13.384349,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000276,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:13.510055,2011/08/18 15:51:13.510614,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000559,2,156,88,1788.908691,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:13.761014,2011/08/18 15:51:13.761779,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000765,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:13.886616,2011/08/18 15:51:13.887403,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000787,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:14.011923,2011/08/18 15:51:14.012365,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000442,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:14.137463,2011/08/18 15:51:14.137811,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000348,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:14.263126,2011/08/18 15:51:14.263968,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000842,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:14.388683,2011/08/18 15:51:14.388877,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000194,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:14.514853,2011/08/18 15:51:14.515245,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000392,2,156,88,2551.020508,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:14.765868,2011/08/18 15:51:14.770219,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.004351,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:14.891350,2011/08/18 15:51:14.891848,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000498,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:15.017304,2011/08/18 15:51:15.017818,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000514,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:15.142904,2011/08/18 15:51:15.143314,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000410,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:15.268210,2011/08/18 15:51:15.268856,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000646,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:15.393737,2011/08/18 15:51:15.394119,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000382,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:15.519438,2011/08/18 15:51:15.519847,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000409,2,156,88,2444.987793,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:15.770632,2011/08/18 15:51:15.771172,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000540,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:15.896249,2011/08/18 15:51:15.896742,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000493,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:16.021702,2011/08/18 15:51:16.022170,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000468,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:16.147047,2011/08/18 15:51:16.147675,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000628,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:16.272535,2011/08/18 15:51:16.273173,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000638,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:16.398002,2011/08/18 15:51:16.398446,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000444,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:16.523756,2011/08/18 15:51:16.524184,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000428,2,156,88,2336.448486,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:16.774834,2011/08/18 15:51:16.777332,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.002498,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:16.900330,2011/08/18 15:51:16.901573,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.001243,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:17.025995,2011/08/18 15:51:17.026527,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000532,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:17.151324,2011/08/18 15:51:17.151753,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000429,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:17.276662,2011/08/18 15:51:17.277420,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000758,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:17.402249,2011/08/18 15:51:17.402641,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000392,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:17.527968,2011/08/18 15:51:17.528605,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000637,2,156,88,1569.858643,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:17.779119,2011/08/18 15:51:17.779623,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000504,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:17.904424,2011/08/18 15:51:17.904922,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000498,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:18.029844,2011/08/18 15:51:18.030333,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000489,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:18.155316,2011/08/18 15:51:18.155853,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000537,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:18.280805,2011/08/18 15:51:18.281648,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000843,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:18.406255,2011/08/18 15:51:18.406544,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000289,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:18.531884,2011/08/18 15:51:18.532252,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000368,2,156,88,2717.391357,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:18.783135,2011/08/18 15:51:18.783679,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000544,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:18.908698,2011/08/18 15:51:18.909308,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000610,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:19.034393,2011/08/18 15:51:19.034685,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000292,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:19.159830,2011/08/18 15:51:19.160521,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000691,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:19.285105,2011/08/18 15:51:19.285667,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000562,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:19.410495,2011/08/18 15:51:19.410736,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000241,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:19.536180,2011/08/18 15:51:19.536568,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000388,2,156,88,2577.319580,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:19.787114,2011/08/18 15:51:19.787636,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000522,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.170,147.32.80.9,udp,38126,53,CON,0,0,,,1,1,2011/08/18 15:51:19.893000,2011/08/18 15:51:19.893390,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000390,2,400,316,2564.102539,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,43371,53,CON,0,0,,,1,1,2011/08/18 15:51:19.893983,2011/08/18 15:51:19.894239,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000256,2,400,316,3906.250000,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.147,tcp,37592,80,FIN,0,0,14720,5696,1,9,2011/08/18 15:51:19.895027,2011/08/18 15:51:19.913223,63,55,0.008842,0.008713,0.000129,4,3,272,206,0,0,0.018196,7,478,0,329.742798,164.871399,212.924515,flow=From-Normal-V52-Stribrek

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:19.912429,2011/08/18 15:51:19.912945,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000516,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,1,,2011/08/18 15:51:20.037951,2011/08/18 15:51:20.038616,3,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000665,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:20.163444,2011/08/18 15:51:20.163784,4,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000340,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,3,,2011/08/18 15:51:20.288881,2011/08/18 15:51:20.289482,5,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000601,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,2,,2011/08/18 15:51:20.414587,2011/08/18 15:51:20.415022,6,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000435,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,ECO,0,0,,,1,6,2011/08/18 15:51:20.540080,2011/08/18 15:51:20.540479,7,58,0.000000,0.000000,0.000000,1,1,78,78,44,44,0.000399,2,156,88,2506.265625,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:20.791231,2011/08/18 15:51:20.792278,1,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.001047,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

147.32.84.164,147.32.96.69,icmp,0x0008,0x21aa,TXD,0,,,,0,,2011/08/18 15:51:20.916872,2011/08/18 15:51:20.917349,2,,0.000000,0.000000,0.000000,1,0,78,0,44,0,0.000477,1,78,44,0.000000,0.000000,0.000000,flow=From-Normal-V52-Grill

