SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label
41.141.56.180,147.32.86.116,tcp,2558,19083,FIN,0,0,15823,64446,15,1,2011/08/18 15:39:35.539015,2011/08/18 15:41:17.774124,113,127,0.000000,0.000000,0.000000,11,11,1484,678,857,38,102.235107,22,2162,895,0.205409,0.097814,0.098098,flow=Background
147.32.84.229,193.110.114.54,tcp,443,56663,RST,0,0,64463,1002,1,13,2011/08/18 15:39:35.542118,2011/08/18 15:44:45.624055,127,51,0.000000,0.000000,0.000000,116,134,16088,17704,8438,8860,310.081940,250,33792,17298,0.803014,0.370870,0.428978,flow=Background
147.32.84.229,67.49.87.225,rtp,13363,56523,CON,0,0,,,1,18,2011/08/18 15:39:35.542762,2011/08/18 15:53:35.803349,127,110,0.000000,0.000000,0.000000,7,6,635,513,341,261,840.260559,13,1148,602,0.014281,0.007142,0.008746,flow=Background-UDP-Established
218.75.208.58,147.32.84.2,tcp,3097,80,RST,0,0,46537,108,22,1,2011/08/18 15:39:35.552973,2011/08/18 15:47:36.675173,42,63,0.000000,0.000000,0.000000,1662,2455,105848,3715416,0,3582840,481.122192,4117,3821264,3582840,8.554999,3.452345,5.104597,flow=Background
46.60.59.228,147.32.86.116,udp,65298,19083,CON,0,0,,,19,1,2011/08/18 15:39:35.572456,2011/08/18 15:55:13.082207,109,127,0.000000,0.000000,0.000000,9,9,3695,703,3317,317,937.509766,18,4398,3634,0.018133,0.008533,0.008533,flow=Background-UDP-Established
41.228.232.64,147.32.84.229,udp,34698,13363,CON,0,0,,,17,1,2011/08/18 15:39:35.576474,2011/08/18 15:55:14.382879,111,127,0.000000,0.000000,0.000000,3,3,536,219,410,93,938.806396,6,755,503,0.005326,0.002131,0.002131,flow=Background-UDP-Established
218.75.208.58,147.32.84.2,tcp,3126,80,CON,0,0,46537,108,22,1,2011/08/18 15:39:35.579360,2011/08/18 15:55:46.231808,42,63,0.000000,0.000000,0.000000,2845,4201,180674,6360314,0,6133460,970.652466,7046,6540988,6133460,7.258005,2.929989,4.326987,flow=Background
147.32.84.229,41.228.232.64,tcp,13363,50490,CON,0,0,64478,63940,1,16,2011/08/18 15:39:35.580257,2011/08/18 15:55:33.940896,127,48,0.000000,0.000000,0.000000,54,72,5039,7933,1475,3181,958.360657,126,12972,4656,0.130431,0.055309,0.074095,flow=Background
86.148.254.82,147.32.84.229,tcp,52973,13363,CON,0,0,65,65367,21,1,2011/08/18 15:39:35.586219,2011/08/18 15:54:55.092202,107,127,0.000000,0.000000,0.000000,20,23,1206,1690,36,352,919.505981,43,2896,388,0.045677,0.020668,0.023931,flow=Background
147.32.87.20,147.32.3.51,tcp,10010,1315,CON,0,0,30360,64175,0,5,2011/08/18 15:39:35.591474,2011/08/18 15:55:22.543731,64,123,0.000000,0.000000,0.000000,138,155,9556,9994,1888,1024,946.952271,293,19550,2912,0.308358,0.144706,0.162665,flow=Background
85.115.136.209,147.32.84.229,udp,13994,13363,CON,0,0,,,11,1,2011/08/18 15:39:35.602996,2011/08/18 15:39:35.603709,117,127,0.000000,0.000000,0.000000,1,1,191,119,149,77,0.000713,2,310,226,1402.524536,0.000000,0.000000,flow=Background-UDP-Established
195.113.64.214,239.255.255.250,udp,1900,1900,INT,0,,,,2,,2011/08/18 15:39:35.606557,2011/08/18 15:55:43.310902,62,,0.000000,0.000000,0.000000,294,0,90160,0,77812,0,967.704346,294,90160,77812,0.302778,0.302778,0.000000,flow=Background-UDP-Attempt
147.32.84.229,84.202.92.204,udp,13363,40072,CON,0,0,,,1,13,2011/08/18 15:39:35.607222,2011/08/18 15:39:35.802277,127,115,0.000000,0.000000,0.000000,2,2,587,121,503,36,0.195055,4,708,539,15.380278,6.781730,6.752058,flow=Background-UDP-Established
147.32.84.229,95.87.154.154,udp,13363,8211,CON,0,0,,,1,14,2011/08/18 15:39:35.607311,2011/08/18 15:46:32.387042,127,114,0.000000,0.000000,0.000000,4,4,856,268,688,99,416.779724,8,1124,787,0.016795,0.007198,0.007198,flow=Background-UDP-Established
147.32.84.229,68.40.43.148,udp,13363,41766,CON,0,0,,,1,23,2011/08/18 15:39:35.607326,2011/08/18 15:39:35.923151,127,105,0.000000,0.000000,0.000000,2,2,587,121,503,36,0.315825,4,708,539,9.498932,6.791863,6.031363,flow=Background-UDP-Established
147.251.134.19,147.32.87.238,tcp,8797,4449,CON,0,0,64538,16606,10,1,2011/08/18 15:39:35.611282,2011/08/18 15:55:18.860429,118,127,0.000000,0.000000,0.000000,48,61,3583,6275,838,2748,943.249146,109,9858,3586,0.114498,0.049838,0.063619,flow=Background
147.32.86.116,208.88.186.8,udp,19083,34001,CON,0,0,,,1,9,2011/08/18 15:39:35.616278,2011/08/18 15:39:35.734873,127,55,0.000000,0.000000,0.000000,1,1,478,60,436,17,0.118595,2,538,453,8.432059,0.000000,0.000000,flow=Background-UDP-Established
147.32.86.116,59.126.231.222,udp,19083,56949,CON,0,0,,,1,23,2011/08/18 15:39:35.616412,2011/08/18 15:39:35.971469,127,105,0.000000,0.000000,0.000000,1,1,478,60,436,17,0.355057,2,538,453,2.816449,0.000000,0.000000,flow=Background-UDP-Established
151.40.67.130,147.32.84.229,tcp,51498,13363,CON,0,0,258,64669,14,1,2011/08/18 15:39:35.618740,2011/08/18 15:54:56.014757,114,127,0.000000,0.000000,0.000000,24,22,2258,1679,864,409,920.395996,46,3937,1273,0.048892,0.024989,0.022828,flow=Background
147.32.84.229,95.158.4.59,udp,13363,23892,CON,0,0,,,1,11,2011/08/18 15:39:35.630231,2011/08/18 15:53:04.502377,127,117,0.000000,0.000000,0.000000,2,2,580,120,496,35,808.872131,4,700,531,0.003709,0.001236,0.001236,flow=Background-UDP-Established
147.32.84.229,71.63.196.112,udp,13363,29900,CON,0,0,,,1,21,2011/08/18 15:39:35.630309,2011/08/18 15:39:35.779022,127,107,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.148713,2,565,480,6.724362,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,79.36.220.185,udp,13363,36548,CON,0,0,,,1,18,2011/08/18 15:39:35.630362,2011/08/18 15:51:34.119161,127,110,0.000000,0.000000,0.000000,2,2,583,120,499,35,718.488770,4,703,534,0.004175,0.001392,0.001392,flow=Background-UDP-Established
147.32.84.229,114.38.74.21,udp,13363,20908,CON,0,0,,,1,23,2011/08/18 15:39:35.630373,2011/08/18 15:45:08.821548,127,105,0.000000,0.000000,0.000000,3,3,657,1016,531,889,333.191162,6,1673,1420,0.015006,0.006009,0.006009,flow=Background-UDP-Established
147.32.86.122,147.32.80.9,udp,37505,53,CON,0,0,,,1,1,2011/08/18 15:39:35.633713,2011/08/18 15:39:35.667982,63,63,0.000000,0.000000,0.000000,1,1,86,194,44,152,0.034269,2,280,196,29.180891,0.000000,0.000000,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.229,211.75.79.190,udp,13363,27169,CON,0,0,,,1,23,2011/08/18 15:39:35.639699,2011/08/18 15:39:35.993531,127,41,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.353832,2,565,480,2.826200,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,129.97.9.19,udp,13363,17154,CON,0,0,,,1,19,2011/08/18 15:39:35.639817,2011/08/18 15:39:35.769286,127,109,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.129469,2,565,480,7.723856,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.14,212.71.128.157,udp,46837,123,CON,0,0,,,1,10,2011/08/18 15:39:35.646445,2011/08/18 15:52:05.646901,63,54,0.000000,0.000000,0.000000,4,4,360,360,192,192,750.000427,8,720,384,0.009333,0.004000,0.004000,flow=Background-UDP-NTP-Established-1
85.71.158.144,147.32.84.229,tcp,50570,13363,CON,0,0,4067,64485,10,1,2011/08/18 15:39:35.657788,2011/08/18 15:55:35.871639,118,127,0.000000,0.000000,0.000000,42,25,6757,1810,4355,410,960.213867,67,8567,4765,0.068735,0.042699,0.025000,flow=Background
147.32.84.2,218.75.208.58,tcp,80,3094,CON,0,0,108,46537,1,22,2011/08/18 15:39:35.659005,2011/08/18 15:55:46.183638,63,42,0.000000,0.000000,0.000000,4686,3278,7094604,208710,6841560,0,970.524658,7964,7303314,6841560,8.204841,4.827286,3.379508,flow=Background
147.32.86.122,147.32.80.9,udp,56012,53,CON,0,0,,,1,1,2011/08/18 15:39:35.668461,2011/08/18 15:39:35.668874,63,63,0.000000,0.000000,0.000000,1,1,86,337,44,295,0.000413,2,423,339,2421.307617,0.000000,0.000000,flow=To-Background-UDP-CVUT-DNS-Server
147.32.86.122,193.52.101.240,tcp,38570,443,RST,0,0,39808,22144,1,18,2011/08/18 15:39:35.669518,2011/08/18 15:40:04.527846,63,46,0.034325,0.033947,0.000378,22,19,9519,9818,8059,8556,28.858328,41,19337,16615,1.386082,0.727693,1.154998,flow=Background-TCP-Established
83.96.159.205,147.32.84.229,udp,57997,13363,CON,0,0,,,10,1,2011/08/18 15:39:35.683941,2011/08/18 15:55:23.629231,118,127,0.000000,0.000000,0.000000,8,8,1053,1038,717,702,947.945312,16,2091,1419,0.015824,0.007384,0.007386,flow=Background-UDP-Established
147.32.86.116,189.34.144.44,udp,19083,31188,INT,0,,,,1,,2011/08/18 15:39:35.698210,2011/08/18 15:39:41.858787,127,,0.000000,0.000000,0.000000,3,0,1434,0,1308,0,6.160577,3,1434,1308,0.324645,0.324645,0.000000,flow=Background-UDP-Attempt
147.32.86.116,77.185.156.223,udp,19083,4331,CON,0,0,,,1,9,2011/08/18 15:39:35.698328,2011/08/18 15:39:35.762433,127,55,0.000000,0.000000,0.000000,1,1,478,60,436,17,0.064105,2,538,453,15.599408,0.000000,0.000000,flow=Background-UDP-Established
92.13.113.218,147.32.84.229,udp,46406,13363,CON,0,0,,,13,1,2011/08/18 15:39:35.700507,2011/08/18 15:39:35.701369,115,127,0.000000,0.000000,0.000000,1,1,77,60,35,18,0.000862,2,137,53,1160.092773,0.000000,0.000000,flow=Background-UDP-Established
147.32.86.20,147.32.80.9,udp,53847,53,CON,0,0,,,1,1,2011/08/18 15:39:35.710014,2011/08/18 15:39:35.710257,127,63,0.000000,0.000000,0.000000,1,1,79,160,37,118,0.000243,2,239,155,4115.226074,0.000000,0.000000,flow=To-Background-UDP-CVUT-DNS-Server
147.32.86.20,80.239.207.156,tcp,1324,80,FIN,0,0,65535,5840,1,11,2011/08/18 15:39:35.710505,2011/08/18 15:39:36.020501,127,53,0.038107,0.038004,0.000103,13,24,918,29768,148,28446,0.309996,37,30686,28594,116.130524,38.710175,84.605171,flow=Background-TCP-Established
195.33.116.13,147.32.84.229,udp,59750,13363,CON,0,0,,,20,1,2011/08/18 15:39:35.711576,2011/08/18 15:39:35.712241,108,127,0.000000,0.000000,0.000000,1,1,181,62,139,20,0.000665,2,243,159,1503.759399,0.000000,0.000000,flow=Background-UDP-Established
192.166.145.20,147.32.84.229,udp,55375,13363,CON,0,0,,,11,1,2011/08/18 15:39:35.719673,2011/08/18 15:49:38.245435,117,127,0.000000,0.000000,0.000000,2,2,362,124,278,40,602.525757,4,486,318,0.004979,0.001660,0.001660,flow=Background-UDP-Established
147.32.86.96,147.32.87.54,tcp,35584,12489,FIN,,0,,,,1,2011/08/18 15:39:35.729468,2011/08/18 15:39:35.747875,,127,0.000000,0.000000,0.000000,0,8,0,592,0,40,0.018407,8,592,40,380.290100,0.000000,380.290100,flow=Background-TCP-Established
147.32.84.229,24.108.97.45,udp,13363,47184,CON,0,0,,,1,14,2011/08/18 15:39:35.731508,2011/08/18 15:39:35.906020,127,114,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.174512,2,565,480,5.730265,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,201.53.33.222,udp,13363,8109,CON,0,0,,,1,14,2011/08/18 15:39:35.731570,2011/08/18 15:39:35.969857,127,50,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.238287,2,565,480,4.196620,0.000000,0.000000,flow=Background-UDP-Established
218.75.208.58,147.32.84.2,tcp,3098,80,RST,0,0,46537,108,22,1,2011/08/18 15:39:35.737172,2011/08/18 15:51:56.706223,42,63,0.000000,0.000000,0.000000,2725,4076,174490,6171064,0,5950960,740.969055,6801,6345554,5950960,9.177172,3.676267,5.501919,flow=Background
180.74.6.166,147.32.84.229,udp,16634,13363,CON,0,0,,,23,1,2011/08/18 15:39:35.738604,2011/08/18 15:39:35.739289,41,127,0.000000,0.000000,0.000000,1,1,74,60,32,18,0.000685,2,134,50,1459.854004,0.000000,0.000000,flow=Background-UDP-Established
92.40.253.112,147.32.84.229,tcp,36406,13363,CON,0,0,8504,64914,16,1,2011/08/18 15:39:35.750469,2011/08/18 15:55:35.782454,48,127,0.000000,0.000000,0.000000,154,141,17294,11304,7118,1998,960.031982,295,28598,9116,0.306240,0.159370,0.145920,flow=Background
147.32.84.229,24.85.76.158,udp,13363,65392,CON,0,0,,,1,12,2011/08/18 15:39:35.754729,2011/08/18 15:39:35.935814,127,116,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.181085,2,565,480,5.522268,0.000000,0.000000,flow=Background-UDP-Established
195.250.146.107,147.32.85.8,tcp,80,56939,CON,0,0,65206,1418,9,1,2011/08/18 15:39:35.763746,2011/08/18 15:55:45.408920,119,63,0.000000,0.000000,0.000000,11298,11284,16345667,745012,15599999,0,969.645203,22582,17090679,15599999,23.287899,11.650678,11.636241,flow=Background
212.47.28.60,147.32.84.229,tcp,51837,13363,CON,0,0,16424,64999,12,1,2011/08/18 15:39:35.765772,2011/08/18 15:54:35.951170,116,127,0.000000,0.000000,0.000000,41,42,4101,3849,1743,1470,900.185425,83,7950,3213,0.091092,0.044435,0.045557,flow=Background
147.32.84.229,95.30.27.199,udp,13363,25217,CON,0,0,,,1,18,2011/08/18 15:39:35.777320,2011/08/18 15:40:22.268716,127,110,0.000000,0.000000,0.000000,3,5,625,3114,491,2903,46.491398,8,3739,3394,0.150565,0.043019,0.086262,flow=Background-UDP-Established
147.32.84.229,111.184.35.221,udp,13363,3611,CON,0,0,,,1,17,2011/08/18 15:39:35.777333,2011/08/18 15:39:36.090276,127,111,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.312943,2,565,480,3.195470,0.000000,0.000000,flow=Background-UDP-Established
77.239.180.2,147.32.84.229,tcp,34492,443,CON,0,0,126,65084,12,1,2011/08/18 15:39:35.787392,2011/08/18 15:55:37.361754,52,127,0.000000,0.000000,0.000000,291,242,28653,25291,9423,9319,961.574341,533,53944,18742,0.553259,0.301589,0.250657,flow=Background
147.32.84.229,92.249.75.88,udp,13363,29994,CON,0,0,,,1,14,2011/08/18 15:39:35.788328,2011/08/18 15:55:10.449150,127,114,0.000000,0.000000,0.000000,6,6,978,372,726,120,934.660828,12,1350,846,0.011769,0.005350,0.005350,flow=Background-UDP-Established
41.224.216.116,147.32.84.229,udp,3719,13363,CON,0,0,,,16,1,2011/08/18 15:39:35.789357,2011/08/18 15:39:35.789647,112,127,0.000000,0.000000,0.000000,1,1,72,60,30,11,0.000290,2,132,41,3448.275879,0.000000,0.000000,flow=Background-UDP-Established
217.197.66.9,147.32.86.165,udp,62672,12114,INT,0,,,,16,,2011/08/18 15:39:35.800173,2011/08/18 15:55:02.244957,112,,0.000000,0.000000,0.000000,9,0,1458,0,1080,0,926.444763,9,1458,1080,0.008635,0.008635,0.000000,flow=Background-UDP-Attempt
147.32.84.229,77.236.32.28,udp,13363,17581,CON,0,0,,,1,12,2011/08/18 15:39:35.800222,2011/08/18 15:39:35.865367,127,116,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.065145,2,565,480,15.350372,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,184.58.39.63,udp,13363,33813,CON,0,0,,,1,18,2011/08/18 15:39:35.800277,2011/08/18 15:39:35.957430,127,110,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.157153,2,565,480,6.363226,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,211.2.65.24,udp,13363,13748,CON,0,0,,,1,23,2011/08/18 15:39:35.800327,2011/08/18 15:39:36.145031,127,105,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.344704,2,565,480,2.901040,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,68.196.179.178,udp,13363,4795,CON,0,0,,,1,17,2011/08/18 15:39:35.800388,2011/08/18 15:39:35.923067,127,111,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.122679,2,565,480,8.151354,0.000000,0.000000,flow=Background-UDP-Established
92.23.154.78,147.32.84.229,udp,24789,13363,CON,0,0,,,14,1,2011/08/18 15:39:35.822959,2011/08/18 15:39:35.823650,114,127,0.000000,0.000000,0.000000,1,1,73,60,31,18,0.000691,2,133,49,1447.177979,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,149.5.45.183,udp,13363,33033,CON,0,0,,,1,17,2011/08/18 15:39:35.823024,2011/08/18 15:50:17.316762,127,47,0.000000,0.000000,0.000000,2,2,580,122,496,37,641.493713,4,702,533,0.004677,0.001559,0.001559,flow=Background-UDP-Established
147.32.84.229,190.244.34.55,udp,13363,45017,CON,0,0,,,1,22,2011/08/18 15:39:35.823105,2011/08/18 15:54:20.830448,127,106,0.000000,0.000000,0.000000,2,2,565,133,481,48,885.007324,4,698,529,0.003390,0.001130,0.001130,flow=Background-UDP-Established
24.203.42.205,147.32.86.116,udp,24823,19083,CON,0,0,,,19,1,2011/08/18 15:39:35.843604,2011/08/18 15:39:35.844636,109,127,0.000000,0.000000,0.000000,1,1,64,236,22,194,0.001032,2,300,216,968.992310,0.000000,0.000000,flow=Background-UDP-Established
88.86.102.50,147.32.86.53,tcp,5222,39379,CON,0,0,129,1002,9,1,2011/08/18 15:39:35.844574,2011/08/18 15:55:42.929084,55,63,0.000000,0.000000,0.000000,58,55,29489,4888,25661,1258,967.084534,113,34377,26919,0.115812,0.058940,0.055838,flow=Background
147.32.84.229,72.183.116.97,udp,13363,39873,CON,0,0,,,1,19,2011/08/18 15:39:35.845947,2011/08/18 15:40:07.044848,127,109,0.000000,0.000000,0.000000,2,2,580,120,496,35,31.198900,4,700,531,0.096157,0.032213,0.032214,flow=Background-UDP-Established
147.32.84.229,180.218.232.113,udp,13363,24741,CON,0,0,,,1,19,2011/08/18 15:39:35.846014,2011/08/18 15:39:36.228356,127,109,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.382342,2,565,480,2.615459,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,68.191.62.173,udp,13363,45019,CON,0,0,,,1,19,2011/08/18 15:39:35.846064,2011/08/18 15:39:35.988076,127,109,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.142012,2,565,480,7.041658,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,92.136.172.124,udp,13363,51713,CON,0,0,,,1,17,2011/08/18 15:39:35.846128,2011/08/18 15:39:35.930380,127,111,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.084252,2,565,480,11.869155,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,82.130.152.21,udp,13363,49374,CON,0,0,,,1,18,2011/08/18 15:39:35.855502,2011/08/18 15:39:35.938573,127,110,0.000000,0.000000,0.000000,1,1,505,60,463,17,0.083071,2,565,480,12.037895,0.000000,0.000000,flow=Background-UDP-Established
83.139.180.116,147.32.84.229,udp,18653,13363,CON,0,0,,,11,1,2011/08/18 15:39:35.884353,2011/08/18 15:39:35.886762,117,127,0.000000,0.000000,0.000000,2,2,136,210,52,126,0.002409,4,346,178,1245.330078,565.930969,592.417053,flow=Background-UDP-Established
00:15:17:2c:e5:2d,ff:ff:ff:ff:ff:ff,ipx/spx,0,0,INT,,,,,,,2011/08/18 15:39:35.891783,2011/08/18 15:55:41.481986,,,0.000000,0.000000,0.000000,154,0,14286,0,14286,0,965.590210,154,14286,14286,0.158452,0.158452,0.000000,flow=Background
190.49.25.11,147.32.84.229,udp,36345,13363,CON,0,0,,,17,1,2011/08/18 15:39:35.892258,2011/08/18 15:55:13.235011,111,127,0.000000,0.000000,0.000000,7,7,504,435,210,141,937.342773,14,939,351,0.013869,0.006401,0.006401,flow=Background-UDP-Established
81.190.204.157,147.32.84.229,tcp,60177,13363,CON,0,0,17091,64098,15,1,2011/08/18 15:39:35.897113,2011/08/18 15:42:23.141772,113,127,0.000000,0.000000,0.000000,7,10,708,639,306,68,167.244659,17,1347,374,0.095668,0.209510,0.053813,flow=Background
147.32.84.229,178.120.52.47,udp,13363,49523,CON,0,0,,,1,15,2011/08/18 15:39:35.906009,2011/08/18 15:39:35.957821,127,113,0.000000,0.000000,0.000000,1,1,82,61,40,19,0.051812,2,143,59,19.300549,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,2.94.112.50,udp,13363,40008,CON,0,0,,,1,18,2011/08/18 15:39:35.906057,2011/08/18 15:39:35.983143,127,238,0.000000,0.000000,0.000000,1,1,82,61,40,19,0.077086,2,143,59,12.972524,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,68.101.72.246,udp,13363,45322,CON,0,0,,,1,15,2011/08/18 15:39:35.906116,2011/08/18 15:39:36.092672,127,49,0.000000,0.000000,0.000000,1,1,82,61,40,19,0.186556,2,143,59,5.360321,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.132,77.78.99.21,tcp,53241,80,RST,0,0,253792,65534,1,9,2011/08/18 15:39:35.920164,2011/08/18 15:39:35.926353,127,55,0.000972,0.000768,0.000204,7,4,1227,1028,807,792,0.006189,11,2255,1599,1615.769897,969.461975,816.770996,flow=Background-TCP-Established
70.123.128.200,147.32.86.116,udp,46902,19083,CON,0,0,,,20,1,2011/08/18 15:39:35.943320,2011/08/18 15:45:29.794688,108,127,0.000000,0.000000,0.000000,6,6,1973,768,1721,511,353.851379,12,2741,2232,0.031086,0.014130,0.014130,flow=Background-UDP-Established
147.32.84.59,76.13.114.90,tcp,54916,80,FIN,0,0,65100,65664,2,15,2011/08/18 15:39:35.943863,2011/08/18 15:39:36.271920,126,49,0.107023,0.106406,0.000617,5,4,699,840,399,600,0.328057,9,1539,999,24.386007,18.073706,13.534791,flow=Background-Established-cmpgw-CVUT
147.32.86.122,193.52.101.240,tcp,38571,443,RST,0,0,12288,17280,1,18,2011/08/18 15:39:35.966196,2011/08/18 15:40:04.527685,63,46,0.033581,0.033131,0.000450,16,10,6532,2308,5468,1640,28.561489,26,8840,7108,0.875305,0.525183,0.587449,flow=Background-TCP-Established
147.32.86.122,193.52.101.240,tcp,38572,443,RST,0,0,12288,16768,1,18,2011/08/18 15:39:35.967176,2011/08/18 15:40:04.528400,63,46,0.033575,0.033207,0.000368,16,10,6404,2324,5340,1656,28.561224,26,8728,6996,0.875313,0.525188,0.587482,flow=Background-TCP-Established
213.220.224.198,147.32.86.239,udp,63295,161,INT,0,,,,10,,2011/08/18 15:39:35.969864,2011/08/18 15:55:36.361454,118,,0.000000,0.000000,0.000000,67,0,8262,0,5448,0,960.391602,67,8262,5448,0.068722,0.068722,0.000000,flow=Background-UDP-Attempt
147.32.86.122,193.52.101.240,tcp,38573,443,RST,0,0,12288,16768,1,18,2011/08/18 15:39:35.970403,2011/08/18 15:40:04.528553,63,46,0.033423,0.033071,0.000352,16,10,6388,2308,5324,1640,28.558149,26,8696,6964,0.875407,0.525244,0.587608,flow=Background-TCP-Established
147.32.86.122,193.52.101.240,tcp,38574,443,RST,0,0,12288,16896,1,18,2011/08/18 15:39:35.971913,2011/08/18 15:40:04.527456,63,46,0.033538,0.033263,0.000275,17,10,6470,2308,5340,1640,28.555544,27,8778,6980,0.910506,0.560311,0.586140,flow=Background-TCP-Established
147.32.84.132,77.75.77.9,tcp,53242,80,RST,0,0,65276,11776,1,8,2011/08/18 15:39:35.972467,2011/08/18 15:39:38.981400,127,56,0.001374,0.001223,0.000151,7,5,2369,722,1955,422,3.008933,12,3091,2377,3.655781,1.994062,1.330547,flow=Background-TCP-Established
147.32.86.122,193.52.101.240,tcp,38575,443,RST,0,0,12288,16768,1,18,2011/08/18 15:39:35.973386,2011/08/18 15:40:04.528753,63,46,0.033269,0.032897,0.000372,17,10,6454,2308,5324,1640,28.555367,27,8762,6964,0.910512,0.560315,0.586185,flow=Background-TCP-Established
84.19.238.216,147.32.86.116,udp,51911,19083,CON,0,0,,,18,1,2011/08/18 15:39:35.977570,2011/08/18 15:44:06.599180,110,127,0.000000,0.000000,0.000000,3,3,537,186,411,60,270.621613,6,723,471,0.018476,0.007390,0.007390,flow=Background-UDP-Established
147.32.84.59,129.194.58.247,tcp,49420,9970,CON,0,0,257,65265,2,13,2011/08/18 15:39:36.002538,2011/08/18 15:55:29.686841,126,115,0.000000,0.000000,0.000000,85,85,12743,6260,7896,1418,953.684326,170,19003,9314,0.177207,0.088095,0.088081,flow=Background-Established-cmpgw-CVUT
147.32.84.229,69.113.78.51,udp,13363,46760,CON,0,0,,,1,17,2011/08/18 15:39:36.015961,2011/08/18 15:39:36.138190,127,111,0.000000,0.000000,0.000000,1,1,79,60,37,18,0.122229,2,139,55,8.181364,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,210.242.155.67,udp,13363,44888,INT,0,,,,1,,2011/08/18 15:39:36.015973,2011/08/18 15:39:42.016944,127,,0.000000,0.000000,0.000000,3,0,237,0,111,0,6.000971,3,237,111,0.333279,0.333279,0.000000,flow=Background-UDP-Attempt
147.32.84.229,90.157.116.190,rtcp,13363,43511,CON,0,0,,,1,14,2011/08/18 15:39:36.015977,2011/08/18 15:39:36.137959,127,114,0.000000,0.000000,0.000000,1,1,79,60,37,18,0.121982,2,139,55,8.197930,0.000000,0.000000,flow=Background-UDP-Established
88.135.127.138,147.32.84.229,udp,50049,13363,CON,0,0,,,11,1,2011/08/18 15:39:36.016780,2011/08/18 15:39:36.017962,117,127,0.000000,0.000000,0.000000,2,2,360,124,276,40,0.001182,4,484,316,2538.071045,2666.666748,83333.328125,flow=Background-UDP-Established
129.97.176.121,147.32.86.116,udp,57802,19083,CON,0,0,,,20,1,2011/08/18 15:39:36.021476,2011/08/18 15:39:36.022394,108,127,0.000000,0.000000,0.000000,1,1,72,61,30,19,0.000918,2,133,49,1089.324585,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,125.116.74.86,udp,13363,37538,CON,0,0,,,1,19,2011/08/18 15:39:36.021826,2011/08/18 15:39:36.454423,127,109,0.000000,0.000000,0.000000,1,1,73,60,31,18,0.432597,2,133,49,2.311620,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.229,89.252.46.238,udp,13363,24970,CON,0,0,,,1,11,2011/08/18 15:39:36.021879,2011/08/18 15:39:36.073857,127,117,0.000000,0.000000,0.000000,1,1,74,60,32,18,0.051978,2,134,50,19.238909,0.000000,0.000000,flow=Background-UDP-Established
147.32.84.94,147.32.80.13,tcp,47717,80,FIN,0,0,160,8326,1,1,2011/08/18 15:39:36.022715,2011/08/18 15:39:36.023070,63,63,0.000000,0.000000,0.000000,2,2,132,132,0,0,0.000355,4,264,0,8450.704102,2816.901367,90909.093750,flow=To-Background-CVUT-Proxy
82.23.157.240,147.32.84.229,tcp,1070,13363,CON,0,0,64623,65535,13,1,2011/08/18 15:39:36.028968,2011/08/18 15:54:31.239743,115,127,0.000000,0.000000,0.000000,42,35,5666,2494,3251,472,895.210754,77,8160,3723,0.084896,0.045799,0.037995,flow=Background
