sHops,TotPkts,TotBytes,TotAppByte,Dur,sTtl,TcpRtt,SynAck,SrcPkts,DstPkts,TotAppByte_1,Rate,SrcRate,DstRate,Label
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,6,366,0,1.362121,126,0,0,3,3,0,3.670746,1.638595,1.637912,Normal
2,11,1081,447,0.665474,126,0.186167,0.185406,6,5,447,15.026883,10.493201,8.332153,Normal
13,2,122,0,0.000768,115,0,0,1,1,0,1302.083252,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,3,619,493,924.024475,126,0,0,2,1,493,0.002164,0.001082,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.068118,126,0,0,1,1,390,14.680408,0,0,Normal
1,2,134,0,0.013278,63,0,0,1,1,0,75.312546,0,0,Normal
2,3,619,493,930.117065,126,0,0,2,1,493,0.00215,0.001075,0,Normal
1,3,194,0,9.010232,127,0,0,3,0,0,0.22197,0.22197,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
13,3,783,657,929.832031,51,0,0,2,1,657,0.002151,0.001075,0,Normal
1,1,347,285,0,63,0,0,1,0,285,0,0,0,Normal
2,3,253,127,3.013559,126,0,0,3,0,127,0.663667,0.663667,0,Normal
2,12,938,434,900.321777,126,0,0,3,9,434,0.012218,0.002221,0.013926,Normal
2,3,253,127,3.012668,126,0,0,3,0,127,0.663863,0.663863,0,Normal
2,159,23625,16947,931.214844,126,0,0,80,79,16947,0.169671,0.084851,0.083767,Normal
2,4097,3474739,3302665,936.495361,126,0,0,1619,2478,3302665,4.373754,1.727718,2.645685,Normal
2,2,507,423,0.40779,126,0,0,1,1,423,2.452243,0,0,Normal
25,1,62,0,0,103,0,0,1,0,0,0,0,0,Normal
1,31,22337,20569,0.136134,127,0.016472,0.01637,12,19,20569,220.371109,91.935577,150.295578,Normal
9,80,9872,4592,910.004517,55,0,0,32,48,4592,0.086813,0.034066,0.051648,Normal
1,2,400,316,0.00042,63,0,0,1,1,316,2380.952393,0,0,Normal
1,2,400,316,0.000362,63,0,0,1,1,316,2762.430908,0,0,Normal
1,7,478,0,0.018061,63,0.008994,0.008913,4,3,0,332.207489,166.103745,220.945648,Normal
2,9,558,3,106.264809,126,0,0,5,4,3,0.075284,0.037642,0.028577,Normal
20,1,66,0,0,44,0,0,1,0,0,0,0,0,Normal
2,11,1245,611,0.598229,126,0.156411,0.155543,6,5,611,16.716007,11.054292,9.03575,Normal
2,11,1081,447,0.981313,126,0.242003,0.241268,6,5,447,10.190429,6.79262,5.405077,Normal
1,28,12110,10502,8.796304,127,0.027635,0.027368,12,16,10502,3.069471,1.250525,1.711175,Normal
1,14,2383,1555,23.714199,127,0.027597,0.027385,8,6,1555,0.548195,0.295468,0.211088,Normal
1,14,2353,1525,23.711412,127,0.027543,0.027319,8,6,1525,0.548259,0.295504,0.211112,Normal
20,4,252,0,0.312579,44,0.301673,0.001432,3,1,0,9.597573,6.398382,0,Normal
20,4,252,0,0.320197,44,0.318266,0.001274,3,1,0,9.369232,6.246155,0,Normal
20,4,252,0,0.315396,44,0.313516,0.001395,3,1,0,9.511851,6.341234,0,Normal
20,4,252,0,0.320219,44,0.318849,0.001221,3,1,0,9.368588,6.245725,0,Normal
2,2,619,535,0.107589,126,0,0,1,1,535,9.294631,0,0,Normal
2,2,368,284,0.072896,126,0,0,1,1,284,13.718173,0,0,Normal
2,2,523,439,0.063485,126,0,0,1,1,439,15.751753,0,0,Normal
2,1,148,106,0,126,0,0,1,0,106,0,0,0,Normal
2,1,148,106,0,126,0,0,1,0,106,0,0,0,Normal
2,11,1245,611,0.039878,126,0.009799,0.008926,6,5,611,250.764832,160.102463,129.232361,Normal
27,14,1306,516,2.841433,101,0.471181,8.9e-05,7,7,516,4.575156,2.111611,2.536303,Normal
2,1,148,106,0,126,0,0,1,0,106,0,0,0,Normal
2,9,1539,999,0.326936,126,0.106609,0.10621,5,4,999,24.46962,18.33399,13.591512,Normal
1,37,30504,28412,0.308886,127,0.037886,0.037765,13,24,28412,116.547859,38.849285,84.87085,Normal
2,10,1846,1247,0.371652,126,0.121965,0.121319,6,4,1247,24.216202,20.00168,11.984036,Normal
1,82,91542,86982,0.632583,127,0.000833,0.000647,18,64,86982,128.046432,26.873943,104.342987,Normal
9,4,264,0,27.364927,55,0,0,2,2,0,0.109629,0.036543,0.036588,Normal
1,18,5089,4033,156.501907,127,0.009141,0.00883,10,8,4033,0.108625,0.057507,0.04473,Normal
2,6,648,396,784.88147,62,0,0,3,3,396,0.00637,0.002548,0.002548,Normal
26,24,2033,425,4.129571,38,0.599615,0.000239,14,10,425,5.569586,3.148027,2.413214,Normal
2,2,226,142,0.001084,62,0,0,1,1,142,922.509216,0,0,Normal
2,2,136,52,0.031348,62,0,0,1,1,52,31.89996,0,0,Normal
2,2,139,54,0.359117,62,0,0,1,1,54,2.784608,0,0,Normal
2,2,236,152,0.010939,62,0,0,1,1,152,91.416031,0,0,Normal
15,6,370,0,21.001167,113,0.000614,0.000614,2,4,0,0.238082,0.685242,0.142853,Normal
25,54,35516,32426,48.346809,103,0.305605,5.5e-05,28,26,32426,1.096246,0.558466,0.517098,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,290,206,888.043274,126,0,0,1,1,206,0.001126,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
14,1,70,111,0,50,0,0,1,0,111,0,0,0,Normal
1,2,251,167,0.000305,63,0,0,1,1,167,3278.688477,0,0,Normal
1,2,251,167,0.000186,63,0,0,1,1,167,5376.34375,0,0,Normal
1,2,390,306,0.000409,63,0,0,1,1,306,2444.987793,0,0,Normal
1,17,1788,650,120.85498,63,0.121474,0.121366,9,8,650,0.13239,0.066262,0.057979,Normal
1,74,75959,71837,15.744262,127,0.002365,0.000866,22,52,71837,4.63661,1.333819,7.194152,Normal
1,12,2581,1873,15.744074,127,0.001901,0.000867,7,5,1873,0.698676,0.381096,0.668831,Normal
1,24,14463,13095,15.743944,127,0.001704,0.000673,11,13,13095,1.460879,0.635165,2.00648,Normal
1,30,22031,20333,15.743579,127,0.003592,0.000826,12,18,20333,1.842021,0.698698,2.842631,Normal
1,19,10147,9049,15.743539,127,0.003495,0.000729,9,10,9049,1.143326,0.508145,1.504937,Normal
1,26,9363,7631,2.386084,63,0.034971,0.034772,12,14,7631,10.477418,4.678492,5.528828,Normal
2,29,2571,788,483.966187,126,0,0,15,14,788,0.057855,0.028928,0.026861,Normal
19,16,9676,8606,1.447919,45,0.372699,0.000198,7,9,8606,10.359695,4.143878,5.531375,Normal
2,2,139,55,0.380566,62,0,0,1,1,55,2.627665,0,0,Normal
2,11,678,3,114.578766,126,0,0,6,5,3,0.087276,0.043647,0.034918,Normal
2,10,2435,1835,0.015464,126,0.0012,0.000859,6,4,1835,581.996887,323.331604,316.555878,Normal
2,4,512,344,604.645752,126,0,0,2,2,344,0.004962,0.001655,0.001655,Normal
2,7,954,660,919.542847,126,0,0,5,2,660,0.006525,0.00435,0.003733,Normal
2,155,140106,131382,40.260246,126,0.005744,0.005221,52,103,131382,3.825113,1.266758,3.559498,Normal
1,10,1909,1309,15.456477,127,0.001144,0.001008,6,4,1309,0.58228,0.323489,0.199978,Normal
2,15,2681,1816,182.32605,126,0,0,9,6,1816,0.076786,0.043884,175.125214,Normal
2,17,1136,103,195.021088,126,0,0,8,9,103,0.082042,0.035895,0.041023,Normal
26,13,1142,272,2.139609,38,0.829933,0.000152,8,5,272,5.608501,3.271626,2.661201,Normal
1,22,15293,14033,223.000198,127,0.160679,0.160511,9,13,14033,0.09417,0.035874,0.053851,Normal
1,10,3941,3347,0.39068,127,0.00093,0.000757,5,5,3347,23.036757,10.238559,10.348325,Normal
1,11,4391,3737,0.147923,127,0.001349,0.000985,6,5,3737,67.602745,33.801373,27.857092,Normal
1,10,3941,3347,0.440222,127,0.001358,0.001058,5,5,3347,20.444231,9.086325,9.177364,Normal
1,10,3941,3347,0.263463,127,0.001455,0.000998,5,5,3347,34.160397,15.182398,15.42127,Normal
1,10,3941,3347,0.342394,127,0.001217,0.000832,5,5,3347,26.285507,11.682447,11.834529,Normal
1,10,3947,3353,0.214613,127,0.001103,0.000727,5,5,3353,41.935947,18.638199,19.159107,Normal
1,14632,3941530,2974962,35.281048,63,0.02539,0.025216,3491,11141,2974962,414.698578,98.990242,315.976105,Normal
13,1,145,103,0.000119,115,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,2,244,160,0.006561,62,0,0,1,1,160,152.415787,0,0,Normal
2,11,1081,447,1.177054,126,0.381107,0.37911,6,5,447,8.495787,5.356835,5.012883,Normal
2,11,1081,447,0.108584,126,0.024993,0.023438,6,5,447,92.094597,58.422134,46.97813,Normal
2,12,1084,390,0.108543,126,0.027793,0.025067,7,5,390,101.342323,71.410713,47.917965,Normal
2,11,1065,431,0.926592,126,0.226484,0.225169,6,5,431,10.792236,7.126629,5.702693,Normal
2,11,1081,447,0.219772,126,0.053372,0.052559,6,5,447,45.501701,29.851994,23.921587,Normal
14,1,145,103,0.000109,114,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
15,7,432,0,20.996851,113,0.00039,0.00039,3,4,0,0.285757,0.374187,0.142881,Normal
1,15,3300,2412,222.447693,127,0.010183,0.009939,9,6,2412,0.062936,0.035964,0.022478,Normal
2,119,54962,47092,430.296234,62,0.007975,0.007761,68,51,47092,0.27423,0.155707,0.116201,Normal
2,13,2713,1839,3.072052,62,0.02803,0.027593,7,6,1839,3.906184,1.970834,1.642328,Normal
1,41,31690,29364,0.206421,127,0.025171,0.025055,16,25,29364,193.778732,72.667023,132.438629,Normal
2,3,609,483,426.729309,126,0,0,1,2,483,0.004687,0,0.002344,Normal
21,1,145,103,0.000122,107,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,3,194,0,9.004103,126,0,0,3,0,0,0.222121,0.222121,0,Normal
2,9,1539,999,0.326229,126,0.106454,0.106044,5,4,999,24.522652,18.166624,13.624907,Normal
21,89,9600,3702,909.093506,107,0.398821,0.000214,48,41,3702,0.0968,0.0517,0.044021,Normal
2,19,10325,9233,5.637743,126,0.001163,0.000834,10,9,9233,3.192767,1.596384,1.526,Normal
2,12,4634,3926,5.555794,126,0.001232,0.000956,7,5,3926,1.979915,1.079954,0.776648,Normal
2,7,2165,1749,0.006719,126,0.001004,0.000647,4,3,1749,892.98999,446.494995,667.111389,Normal
2,208,44164,34745,928.550903,126,0,0,97,111,34745,0.222928,0.103445,0.118516,Normal
2,3,253,127,7.004888,126,0,0,3,0,127,0.285515,0.285515,0,Normal
2,207,64425,55731,925.35321,126,0,0,101,106,55731,0.222618,0.108084,0.113496,Normal
2,3,253,127,7.004914,126,0,0,3,0,127,0.285514,0.285514,0,Normal
2,924,250344,211536,789.298889,126,0,0,345,579,211536,1.169392,0.436078,0.736556,Normal
2,12,2635,1921,0.015584,126,0.001152,0.000798,7,5,1921,705.852112,385.010254,472.19928,Normal
2,10,758,68,3.902728,126,0.454036,0.45344,6,4,68,2.306079,1.332752,6.817515,Normal
2,6,468,0,93.057961,126,0,0,6,0,0,0.05373,0.05373,0,Normal
2,2,133,49,0.362679,126,0,0,1,1,49,2.757259,0,0,Normal
2,2,132,48,0.145825,126,0,0,1,1,48,6.857535,0,0,Normal
2,8,1425,945,65.494881,126,0.009169,0.00779,5,3,945,0.106879,0.061073,4.155931,Normal
12,14,4890,3950,2.503913,52,0.019755,0.000203,8,6,3950,5.191874,2.795624,2.012621,Normal
1,78,61935,57543,4.156765,127,0.002001,0.001871,29,49,57543,18.524021,6.736008,11.553014,Normal
15,6,370,0,21.002586,113,0.000447,0.000447,2,4,0,0.238066,0.176489,0.142843,Normal
1,77,64919,60569,4.030179,127,0.002327,0.002181,28,49,60569,18.857723,6.699454,11.916771,Normal
1,23,15660,14340,3.040416,127,0.0022,0.002054,10,13,14340,7.235852,2.960121,3.957444,Normal
1,26,17932,16438,3.040187,127,0.002373,0.002278,11,15,16438,8.223179,3.289272,4.617667,Normal
1,18,10233,9189,3.040177,127,0.00224,0.00214,8,10,9189,5.59178,2.302497,2.968396,Normal
1,23,14258,12932,3.040123,127,0.002259,0.002136,10,13,12932,7.236549,2.960407,3.957983,Normal
1,9,1437,903,0.017457,127,0.006512,0.006338,5,4,903,458.26886,229.13443,361.402222,Normal
13,115,14750,8217,30.12314,115,0.070006,0.000146,60,55,8217,3.784466,1.958627,1.797215,Normal
2,7,1210,916,924.219055,126,0,0,2,5,916,0.006492,0.001082,0.004329,Normal
2,2,290,206,924.015747,126,0,0,2,0,206,0.001082,0.001082,0,Normal
2,4,948,780,920.089539,126,0,0,2,2,780,0.003261,0.001087,0.001087,Normal
2,4,928,760,920.053223,126,0,0,2,2,760,0.003261,0.001087,0.001087,Normal
2,4,948,780,924.068665,126,0,0,2,2,780,0.003247,0.001082,0.001082,Normal
2,4,948,780,924.362488,126,0,0,2,2,780,0.003245,0.001082,0.001082,Normal
2,4,928,760,924.272522,126,0,0,2,2,760,0.003246,0.001082,0.001082,Normal
2,3,609,483,924.344055,126,0,0,2,1,483,0.002164,0.001082,0,Normal
1,11,2178,1534,0.625013,127,0.174638,0.174489,6,5,1534,15.999667,7.999834,8.881665,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0.148861,126,0,0,1,0,103,0,0,0,Normal
18,1,329,287,0.000252,110,0,0,1,0,287,0,0,0,Normal
1,1,357,295,0,63,0,0,1,0,295,0,0,0,Normal
2,1,145,103,0.015898,126,0,0,1,0,103,0,0,0,Normal
12,1,173,111,0,52,0,0,1,0,111,0,0,0,Normal
11,1,173,111,0,53,0,0,1,0,111,0,0,0,Normal
2,2,474,390,0.201766,126,0,0,1,1,390,4.956236,0,0,Normal
2,3,619,493,924.133423,126,0,0,2,1,493,0.002164,0.001082,0,Normal
1,20,13815,12673,0.072238,127,0.006358,0.006169,8,12,12673,263.01947,96.901909,207.121201,Normal
2,2,474,390,1.663569,126,0,0,1,1,390,0.601117,0,0,Normal
2,2,474,390,0.178397,126,0,0,1,1,390,5.605475,0,0,Normal
1,13,4480,3712,0.066741,127,0.006422,0.006232,7,6,3712,179.79953,89.899765,82.876137,Normal
1,65,58540,54876,0.169589,127,0.016447,0.016351,23,42,54876,377.382965,143.725098,267.557648,Normal
1,25,2196,530,1.74885,63,0.001346,0.001157,11,14,530,13.723304,5.721063,7.438377,Normal
2,4,928,760,926.41394,126,0,0,2,2,760,0.003238,0.001079,0.001079,Normal
1,11,1294,634,0.031428,127,0.006688,0.006488,6,5,634,318.187592,159.093796,161.505234,Normal
2,3,619,493,927.315369,126,0,0,2,1,493,0.002157,0.001078,0,Normal
1,8,2005,1529,0.004518,127,0.001165,0.001012,5,3,1529,1549.358154,885.347534,1131.861938,Normal
2,3,198,0,0.05879,62,0,0,2,1,0,34.019394,17.009697,0,Normal
12,112,16212,9789,903.760498,116,0.083168,0.00015,59,53,9789,0.12282,0.064176,0.057557,Normal
2,2,581,497,0.000795,126,0,0,1,1,497,1257.861694,0,0,Normal
2,14,3611,2795,10.019924,126,0.008312,0.007941,8,6,2795,1.297415,0.698608,22.703125,Normal
1,10,1962,1366,0.025724,127,0.000798,0.000667,6,4,1366,349.867828,194.371017,120.240486,Normal
1,11,1294,634,0.035923,127,0.006535,0.006333,6,5,634,278.373169,139.186584,136.332642,Normal
1,44,46647,44191,0.072833,127,0.006311,0.006166,11,33,44191,590.391724,137.3004,501.056915,Normal
2,13,2696,1932,19.396366,126,0.000473,0.000189,8,5,1932,0.618673,0.360894,0.206226,Normal
2,3,600,474,926.18103,126,0,0,2,1,474,0.002159,0.00108,0,Normal
2,46,3829,793,905.427307,62,0,0,23,23,793,0.0497,0.024298,0.024298,Normal
2,9,960,420,0.051149,126,0.016656,0.016274,5,4,420,156.405792,114.82045,86.0215,Normal
1,28,7615,6005,106.575706,127,0.19196,0.191615,13,15,6005,0.253341,0.112596,0.131599,Normal
1,56,56618,53480,14.879365,127,0.004139,0.003953,16,40,53480,3.696394,1.008108,2.621806,Normal
1,39,36447,34249,0.05528,127,0.006338,0.006153,13,26,34249,687.409546,217.076706,692.943115,Normal
20,19,1626,352,25.581484,108,0.620037,0.000584,10,9,352,0.703634,0.35182,0.312733,Normal
1,10,1642,1042,14.713212,127,0.004332,0.003918,6,4,1042,0.611695,0.339831,0.203955,Normal
19,70,7542,3536,36.765362,109,0.129176,0.000345,37,33,3536,1.876767,0.979183,0.873414,Normal
2,9,1539,999,0.326414,126,0.106397,0.10586,5,4,999,24.508753,18.112659,13.602112,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,8,2067,1591,0.010651,127,0.000912,0.000743,5,3,1591,657.215271,375.551605,942.507019,Normal
2,8,1574,1094,0.217593,126,0.106354,0.105944,5,3,1094,32.170151,18.382944,18.225559,Normal
1,11,2117,1457,114.896545,127,0.000691,0.000531,6,5,1457,0.087035,0.043517,0.034815,Normal
1,38,31456,29304,0.232638,127,0.025062,0.024913,14,24,29304,159.04538,55.88081,110.785179,Normal
1,47,15324,12658,77.175232,63,0.030949,0.030585,30,17,12658,0.596046,0.662362,0.207403,Normal
1,20,4843,3507,45.503387,63,0.024874,0.024513,12,8,3507,0.417551,0.24174,0.153919,Normal
2,12,3799,3085,0.005347,62,0.001034,0.000738,6,6,3085,2057.228271,1090.27478,1084.833984,Normal
1,1,62,0,0,127,0,0,1,0,0,0,0,0,Normal
2,2,131,47,0.298483,126,0,0,1,1,47,3.350274,0,0,Normal
22,16,1189,517,919.011292,42,0,0,16,0,517,0.016322,0.016322,0,Normal
1,16,1637,645,919.011169,63,0,0,16,0,645,0.016322,0.016322,0,Normal
1,16,1461,389,0.010199,63,0.000436,0.000242,8,8,389,1470.732422,695.96344,703.02301,Normal
2,69,43589,39019,116.192085,62,0.00911,0.00893,36,33,39019,0.585238,0.301225,0.275428,Normal
19,6,366,0,8.792637,109,0,0,3,3,0,0.568658,0.227467,0.227468,Normal
2,11,2404,1744,0.009808,126,0.001187,0.000807,6,5,1744,1019.575867,509.787933,461.307831,Normal
1,17,3568,2578,70.113342,127,0.009282,0.009068,9,8,2578,0.228202,0.114101,0.099852,Normal
2,4,928,760,922.154602,126,0,0,2,2,760,0.003253,0.001085,0.001085,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,5,1093,883,921.016602,126,0,0,2,3,883,0.004343,0.001089,0.002174,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
21,1,109,67,0.000112,107,0,0,1,0,67,0,0,0,Normal
1,1,137,75,0,63,0,0,1,0,75,0,0,0,Normal
10,97,7970,2398,189.888763,54,0.009269,0.000365,56,41,2398,0.505559,0.289643,0.21066,Normal
1,16,1457,385,0.009818,63,0.000324,0.000232,8,8,385,1527.806152,712.976196,740.427368,Normal
11,7,432,0,83.217522,117,0.016841,0.000139,4,3,0,0.0721,0.03605,0.024043,Normal
11,16,7360,6424,20.789877,117,0.01598,0.000145,8,8,6424,0.721505,0.336702,0.417213,Normal
17,7,962,550,0.246245,111,0.119574,9.5e-05,4,3,550,24.365978,12.182989,15.800533,Normal
14,58,30787,27529,919.867371,242,0,0,38,20,27529,0.061965,0.040223,0.020659,Normal
13,58,30543,27285,919.811707,243,0,0,38,20,27285,0.061969,0.040226,0.02066,Normal
1,12,3321,2607,10.576669,127,0.001813,0.000817,7,5,2607,1.040025,0.567286,0.397139,Normal
23,31,2269,967,864.014771,105,0,0,31,0,967,0.034722,0.034722,0,Normal
1,31,3137,1215,864.014648,63,0,0,31,0,1215,0.034722,0.034722,0,Normal
26,59,5615,1697,668.994446,38,0.09614,0.000166,34,25,1697,0.086697,0.049328,0.03588,Normal
15,14,1111,299,20.759018,113,0.023307,0.000411,8,6,299,0.626234,0.33721,0.240864,Normal
2,81,53420,48058,121.446617,62,0.009407,0.008945,40,41,48058,0.658726,0.321129,0.329388,Normal
11,108,11870,5738,844.424316,117,0.132488,0.000205,56,52,5738,0.126714,0.065133,0.06042,Normal
2,10,2342,1742,0.007477,126,0.001281,0.000928,6,4,1742,1203.691284,668.717407,732.243042,Normal
2,20,6057,4721,115.238533,62,0.008007,0.007775,11,9,4721,0.164875,0.086777,0.069426,Normal
20,8,548,0,4.456436,108,0.515357,0.00048,4,4,0,1.570762,0.673184,0.967855,Normal
9,1,145,103,0.000213,119,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,61,54310,50868,0.154477,127,0.016571,0.016471,22,39,50868,388.407349,152.138626,275.350342,Normal
1,3,194,0,8.997387,127,0,0,3,0,0,0.222287,0.222287,0,Normal
2,30,2700,1440,921.012268,62,0,0,15,15,1440,0.031487,0.015201,0.015201,Normal
12,94,10878,5494,916.675415,116,0.051627,0.000175,52,42,5494,0.101454,0.055647,0.044727,Normal
2,9,1535,999,0.322238,126,0.1071,0.106495,5,4,999,24.82637,18.528555,13.905434,Normal
11,9,1331,791,25.043713,117,0.01588,6.4e-05,6,3,791,0.319441,0.199651,0.118761,Normal
1,77,6161,1755,908.851685,63,0.117628,0.117513,39,38,1755,0.083622,0.042976,0.040716,Normal
2,14,1082,494,929.468689,126,0,0,3,11,494,0.013986,0.002152,0.012689,Normal
2,76,9039,5847,715.962036,126,0,0,37,39,5847,0.104754,0.050282,0.053084,Normal
2,5,434,224,509.304413,126,0,0,3,2,224,0.007854,0.003927,364.033508,Normal
2,3,253,127,5.013615,126,0,0,3,0,127,0.398914,0.398914,0,Normal
2,260797,263181176,252227702,929.658569,126,0,0,86742,174055,252227702,280.528809,93.304146,187.244904,Normal
2,8,620,68,0.226064,126,0.088625,0.088076,5,3,68,30.964684,24.096239,14.494014,Normal
2,9,960,420,0.050499,126,0.016469,0.016137,5,4,420,158.418976,116.289215,87.305748,Normal
23,8,480,0,900.358215,105,0,0,4,4,0,0.007775,0.003332,0.003332,Normal
19,2,134,0,0.000103,45,0,0,1,1,0,9708.738281,0,0,Normal
1,22,4999,3531,43.497402,63,0.024673,0.024377,13,9,3531,0.482787,0.275879,0.184024,Normal
1,1,62,0,0,127,0,0,1,0,0,0,0,0,Normal
14,4,264,0,8.965592,114,0.000217,0.000217,1,3,0,0.334613,0,0.22308,Normal
1,16,1457,385,0.009179,63,0.000314,0.000157,8,8,385,1634.164917,768.386414,775.881165,Normal
1,22,7173,5911,115.90551,127,0.163691,0.163344,11,11,5911,0.181182,0.086277,0.0864,Normal
1,21,7428,6218,1.043647,127,0.187332,0.186977,10,11,6218,19.163567,10.505465,11.673106,Normal
1,18,5115,4079,1.064154,127,0.181951,0.181676,9,9,4079,15.975131,9.064765,9.065382,Normal
1,18,5122,4086,1.048661,127,0.18235,0.181997,9,9,4086,16.211149,9.226092,9.230798,Normal
1,108,104824,98784,1.386326,127,0.017103,0.017023,31,77,98784,77.182426,21.639933,55.504879,Normal
12,34,15194,12946,3.724214,52,0.019848,0.000636,18,16,12946,8.860929,4.564722,4.049167,Normal
18,8,584,0,16.438084,110,0.000178,0.000178,3,5,0,0.42584,0.12167,0.24334,Normal
1,16,1459,387,0.009143,63,0.00033,0.000151,8,8,387,1640.599487,784.22583,778.469788,Normal
19,2,134,0,1e-05,45,0,0,1,1,0,100000,0,0,Normal
2,30,8590,6610,312.109589,62,0,0,17,13,6610,0.092916,0.051264,0.038449,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.386528,126,0,0,1,1,390,2.587135,0,0,Normal
2,4,928,760,924.325684,126,0,0,2,2,760,0.003246,0.001082,0.001083,Normal
2,1,145,103,0.082573,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,1.730572,126,0,0,1,0,103,0,0,0,Normal
2,4,948,780,924.229187,126,0,0,2,2,780,0.003246,0.001082,0.001082,Normal
13,1,70,111,0,243,0,0,1,0,111,0,0,0,Normal
11,1,107,65,0.000114,117,0,0,1,0,65,0,0,0,Normal
1,1,135,73,0,63,0,0,1,0,73,0,0,0,Normal
15,4,264,0,9.884156,241,0,0,2,2,0,0.303516,0.101172,0.103274,Normal
11,6,366,0,1.136202,117,0,0,3,3,0,4.400626,1.760391,1.760481,Normal
1,47,29391,26739,19.141396,127,0.001089,0.000885,22,25,26739,2.403168,1.097099,1.472714,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,40,31086,28830,19.059353,127,0.001124,0.000974,15,25,28830,2.046239,0.734547,1.484207,Normal
1,10,1186,586,11.535766,127,0.000922,0.000788,6,4,586,0.780182,0.433435,0.599634,Normal
1,10,1493,893,11.535492,127,0.000989,0.000881,6,4,893,0.780201,0.433445,0.598694,Normal
1,65,60623,56975,19.020294,127,0.001171,0.001045,21,44,56975,3.364827,1.051508,2.662088,Normal
1,17,8493,7503,19.019911,127,0.000973,0.000862,9,8,7503,0.841224,0.420612,0.457261,Normal
2,5,1073,863,923.69989,126,0,0,2,3,863,0.00433,0.001084,0.002167,Normal
1,25,12933,11487,18.756147,127,0.001072,0.001022,13,12,11487,1.27958,0.63979,0.691778,Normal
1,25,11210,9776,18.755829,127,0.000953,0.000781,13,12,9776,1.279602,0.639801,0.691583,Normal
1,29,18140,16484,18.755457,127,0.000875,0.000775,14,15,16484,1.492899,0.693132,0.87688,Normal
1,25,12136,10714,18.754709,127,0.000882,0.000787,14,11,10714,1.279679,0.693159,0.62872,Normal
1,23,11199,9873,18.754389,127,0.000987,0.000889,12,11,9873,1.173059,0.586529,0.628823,Normal
1,22,8510,7254,115.118805,127,0.173141,0.172719,11,11,7254,0.18242,0.086867,0.086998,Normal
1,35,28259,26267,18.742081,127,0.001456,0.001228,13,22,26267,1.8141,0.64027,1.324713,Normal
1,23,14834,13514,18.741543,127,0.001291,0.001018,10,13,13514,1.173863,0.480217,0.755947,Normal
1,17,9065,8075,18.741302,127,0.00105,0.000825,8,9,8075,0.853729,0.373507,0.532261,Normal
2,3,198,0,0.008471,62,0,0,2,1,0,236.09964,118.04982,0,Normal
2,2,180,96,0.019903,62,0,0,1,1,96,50.243679,0,0,Normal
1,37,9015,6927,43.153816,127,0.00064,0.000324,19,18,6927,0.834225,0.417116,0.393943,Normal
1,41,6206,3866,64.123741,127,0.02419,0.023901,18,23,3866,0.623794,0.265207,0.343215,Normal
1,16,1461,389,0.008861,63,0.000211,0.000109,8,8,389,1692.811279,803.581665,799.8172,Normal
2,6,366,0,1.030624,126,0,0,3,3,0,4.851429,2.059938,2.060428,Normal
14,3,198,0,8.999503,114,0,0,3,0,0,0.222234,0.222234,0,Normal
1,33,8702,6824,63.577347,127,0.0018,0.001443,15,18,6824,0.503324,0.220207,0.267397,Normal
2,11,1794,1134,55.775745,126,0.001258,0.000733,6,5,1134,0.179289,0.089646,0.071717,Normal
1,147,80310,70576,51.09243,63,0.030689,0.030522,78,69,70576,2.857566,1.507073,1.331726,Normal
2,42,25038,22662,18.784418,126,0.001542,0.001123,26,16,22662,2.18266,1.33089,0.868657,Normal
2,40,24697,22429,18.781366,126,0.001271,0.000875,25,15,22429,2.076526,1.277862,0.810624,Normal
1,10,2046,1450,0.012651,127,0.000989,0.000771,6,4,1450,711.406189,395.225677,255.297424,Normal
20,1,109,67,0.000142,108,0,0,1,0,67,0,0,0,Normal
1,1,137,75,0,63,0,0,1,0,75,0,0,0,Normal
